Region,Asset Type,Site Name,Fuel Type,latitude,longitude
SA1,Existing Plant,Murray Bridge - Onkaparinga Pipeline Pump 2 (MBPS2PV1),Solar - Solar,-35.09,139.21
QLD1,Existing Plant,Childers Solar Farm (CHILDSF1),Solar - Solar,-25.3055894,152.4035582
VIC1,Existing Plant,Cohuna Solar Farm (COHUNSF1),Solar - Solar,-35.88243469,144.2179292
QLD1,Existing Plant,Haughton Solar Farm Stage 1 (HAUGHT11),Solar - Solar,-19.75000084,147.0483978
QLD1,Existing Plant,Kidston Solar Project Phase One 50MW (KSP1),Solar - Solar,-18.8921519,144.1384783
NSW1,Existing Plant,Riverina Energy Storage System 2 (RIVNBG2),Other - Other,-34.64669844,146.0352676
NSW1,Existing Plant,Condong (CONDONG1),Renewable Biomass or Waste,-28.31457725,153.4338071
VIC1,Existing Plant,Victorian Big Battery (VBBG1),Other - Other,-38.03785096,144.2908341
NSW1,Existing Plant,Darlington Point Energy Storage System (DPNTBG1),Other - Other,-34.56667761,145.9997329
NSW1,Existing Plant,Broadwater (BWTR1),Renewable Biomass or Waste,-29.01226132,153.4327511
VIC1,Existing Plant,Hazelwood Battery Energy Storage System (HBESS) (HBESSG1),Other - Other,-38.26743009,146.3905322
QLD1,Existing Plant,Bouldercombe Battery project (BBATTERY),Other - Other,-23.53676594,150.4875673
QLD1,Existing Plant,Chinchilla BESS (CHBESSG1),Other - Other,-26.91422233,150.748204
VIC1,Existing Plant,Philip Island BESS (PIBESSG1),Other - Other,-38.49658389,145.229421
VIC1,Existing Plant,Gannawarra Energy Storage System (GANNBG1),Other - Other,-35.73425191,143.7801472
VIC1,Existing Plant,Bulgana Green Power Hub - BESS (BULBESG1),Other - Other,-37.03901768,142.9827652
NSW1,Existing Plant,Wallgrove Grid Battery project (WALGRVG1),Other - Other,-33.81396549,150.8308726
NSW1,Existing Plant,Queanbeyan BESS (QBYNBG1),Other - Other,-35.33934981,149.2160048
SA1,Existing Plant,Bolivar Waste Water Treatment (BOWWBA1G),Renewable Biomass or Waste,-34.76836244,138.5885159
SA1,Existing Plant,Christies Beach Wastewater Treatment Plant (CBWWBA1G),Other - Other,-35.12588471,138.4735195
SA1,Existing Plant,Angaston (ADPBA1G),Fossil,-35.09663569,138.4816415
SA1,Existing Plant,Angaston (ANGAST1),Fossil,-34.50322738,139.0244612
VIC1,Existing Plant,Ballarat Energy Storage System (BALBG1),Other - Other,-37.56765301,143.9198337
SA1,Existing Plant,Dalrymple BESS (DALNTH01),Other - Other,-34.93390436,137.7435669
NSW1,Existing Plant,Eraring GT (ERGT01),Fossil,-33.06249191,151.5181719
NSW1,Existing Plant,Broken Hill GT (GB01),Fossil,-31.9862557,141.4199339
SA1,Existing Plant,Hornsdale Power Reserve Unit 1 (HPRG1),Other - Other,-33.0864411,138.5198144
QLD1,Existing Plant,Kennedy Energy Park - Phase 1 - Storage (KEPBG1),Other - Other,-20.87379905,144.412802
SA1,Existing Plant,Lake Bonney Battery Energy Storage (LBBG1),Other - Other,-37.73898429,140.38683
QLD1,Existing Plant,Mt Stuart (MSTUART1),Fossil,-19.33719767,146.8502794
SA1,Existing Plant,Port Lincoln GT (POR01),Fossil,-34.70061465,135.8039208
SA1,Existing Plant,Port Stanvac 1 (PTSTAN1),Fossil,-35.11024075,138.4915104
NSW1,Existing Plant,Riverina Energy Storage System 1 (RESS1G),Other - Other,-34.64646552,146.0346952
SA1,Existing Plant,Snapper Point Power Station (SNAPPER1),Fossil,-34.76404446,138.5067027
SA1,Existing Plant,Snuggery (SNUG1),Fossil,-37.6639172,140.4165728
SA1,Existing Plant,Tailem Bend Battery Project (TB2BG1),Other - Other,-35.27054931,139.4885589
QLD1,Existing Plant,Rocky Point Sugar Mill Cogeneration Plant (RPCG),Renewable Biomass or Waste,-27.7347383,153.3274619
